Year,State/Territory,Season,Sunshine
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Summer,11.0
2014,Western Australia,Winter,6.0
2014,Western Australia,Winter,6.0
2014,Western Australia,Winter,6.0
2014,Western Australia,Winter,6.0
2014,Western Australia,Winter,6.0
2014,Western Australia,Winter,6.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Autumn,7.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Spring,8.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Summer,9.0
2015,New South Wales,Winter,6.0
2015,New South Wales,Winter,6.0
2015,New South Wales,Winter,6.0
2015,New South Wales,Winter,6.0
2015,New South Wales,Winter,6.0
2015,New South Wales,Winter,6.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Autumn,9.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Spring,10.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Summer,7.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Northern Territory,Winter,10.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Autumn,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Spring,9.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Summer,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,Queensland,Winter,8.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Autumn,7.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Spring,8.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Summer,10.0
2015,South Australia,Winter,5.0
2015,South Australia,Winter,5.0
2015,South Australia,Winter,5.0
2015,South Australia,Winter,5.0
2015,South Australia,Winter,5.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Autumn,6.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Spring,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Summer,8.0
2015,Tasmania,Winter,6.0
2015,Tasmania,Winter,6.0
2015,Tasmania,Winter,6.0
2015,Tasmania,Winter,6.0
2015,Tasmania,Winter,6.0
2015,Tasmania,Winter,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Autumn,6.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Spring,7.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Summer,9.0
2015,Victoria,Winter,4.0
2015,Victoria,Winter,4.0
2015,Victoria,Winter,4.0
2015,Victoria,Winter,4.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Autumn,8.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Spring,10.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Summer,11.0
2015,Western Australia,Winter,6.0
2015,Western Australia,Winter,6.0
2015,Western Australia,Winter,6.0
2015,Western Australia,Winter,6.0
2015,Western Australia,Winter,6.0
2015,Western Australia,Winter,6.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Autumn,7.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Spring,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Summer,8.0
2016,New South Wales,Winter,6.0
2016,New South Wales,Winter,6.0
2016,New South Wales,Winter,6.0
2016,New South Wales,Winter,6.0
2016,New South Wales,Winter,6.0
2016,New South Wales,Winter,6.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Autumn,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Spring,9.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Summer,8.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Northern Territory,Winter,10.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Autumn,8.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Spring,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Summer,9.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,Queensland,Winter,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Autumn,7.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Spring,8.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Summer,10.0
2016,South Australia,Winter,5.0
2016,South Australia,Winter,5.0
2016,South Australia,Winter,5.0
2016,South Australia,Winter,5.0
2016,South Australia,Winter,5.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Autumn,6.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Spring,7.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Summer,8.0
2016,Tasmania,Winter,5.0
2016,Tasmania,Winter,5.0
2016,Tasmania,Winter,5.0
2016,Tasmania,Winter,5.0
2016,Tasmania,Winter,5.0
2016,Victoria,Autumn,6.0
2016,Victoria,Autumn,6.0
2016,Victoria,Autumn,6.0
2016,Victoria,Autumn,6.0
2016,Victoria,Autumn,6.0
2016,Victoria,Autumn,6.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Spring,7.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Summer,9.0
2016,Victoria,Winter,5.0
2016,Victoria,Winter,5.0
2016,Victoria,Winter,5.0
2016,Victoria,Winter,5.0
2016,Victoria,Winter,5.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Autumn,7.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Spring,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Summer,10.0
2016,Western Australia,Winter,6.0
2016,Western Australia,Winter,6.0
2016,Western Australia,Winter,6.0
2016,Western Australia,Winter,6.0
2016,Western Australia,Winter,6.0
2016,Western Australia,Winter,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Autumn,6.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Summer,8.0
2017,New South Wales,Winter,5.0
2017,New South Wales,Winter,5.0
2017,New South Wales,Winter,5.0
2017,New South Wales,Winter,5.0
2017,New South Wales,Winter,5.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Autumn,8.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Summer,6.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Northern Territory,Winter,10.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Autumn,7.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Summer,10.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,Queensland,Winter,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Autumn,7.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Summer,9.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,South Australia,Winter,7.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Autumn,6.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Summer,9.0
2017,Tasmania,Winter,5.0
2017,Tasmania,Winter,5.0
2017,Tasmania,Winter,5.0
2017,Tasmania,Winter,5.0
2017,Tasmania,Winter,5.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Autumn,7.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Summer,9.0
2017,Victoria,Winter,5.0
2017,Victoria,Winter,5.0
2017,Victoria,Winter,5.0
2017,Victoria,Winter,5.0
2017,Victoria,Winter,5.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Autumn,9.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Summer,11.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
2017,Western Australia,Winter,7.0
